,dates,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
1531,2010-10-12,stealing-time-from-the-faulty-plan,time-turns-elastic,meat,divided-sky,timber-jerry,on-your-way-down,heavy-things,sugar-shack,46-days,carini,david-bowie,light,theme-from-the-bottom,free,joy,halfway-to-the-moon,bug,summer-of-89,split-open-and-melt,meatstick,http://news.yahoo.com/s/ap/lt_chile_mine_collapse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,2010-10-15,punch-you-in-the-eye,possum,bathtub-gin,bill-bailey-wont-you-please-come-home,boogie-on-reggae-woman,destiny-unbound,backwards-down-the-number-line,bouncing-around-the-room,stash,joy,buffalo-bill,dog-faced-boy,run-like-an-antelope,down-with-disease,prince-caspian,twist,roses-are-free,my-friend-my-friend,my-problem-right-there,tube,mikes-song,the-horse,silent-in-the-morning,mexican-cousin,weekapaug-groove,suzy-greenberg,slave-to-the-traffic-light,character-zero,,,,,,,,,,,,,,,,,,,,,,
1533,2010-10-16,kill-devil-falls,guelah-papyrus,the-curtain-with,the-mango-song,sand,limb-by-limb,sneakin-sally-through-the-alley,uncle-pen,pebbles-and-marbles,cavern,david-bowie,crosseyed-and-painless,dirt,fluffhead,also-sprach-zarathustra,tweezer,show-of-life,you-enjoy-myself,i-been-around,quinn-the-eskimo,tweezer-reprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,2010-10-19,chalk-dust-torture,back-on-the-train,torn-and-frayed,bathtub-gin,gumbo,divided-sky,jesus-just-left-chicago,nellie-kane,46-days,possum,fuck-your-face,mikes-song,light,twenty-years-later,fast-enough-for-you,weekapaug-groove,halleys-comet,free,harry-hood,golgi-apparatus,a-day-in-the-life,reba,backwards-down-the-number-line,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,2010-10-20,my-soul,stealing-time-from-the-faulty-plan,vultures,wolfmans-brother,cities,guyute,david-bowie,wilson,mcgrupp-and-the-watchful-hosemasters,saw-it-again,run-like-an-antelope,drowned,sand,theme-from-the-bottom,axilla,birds-of-a-feather,tela,split-open-and-melt,have-mercy,piper,slave-to-the-traffic-light,good-times-bad-times,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,2010-10-22,down-with-disease,funky-bitch,fluffhead,roses-are-free,rift,the-moma-dance,ocelot,nicu,sample-in-a-jar,julius,rock-and-roll,carini,my-problem-right-there,mikes-song,sanity,weekapaug-groove,suzy-greenberg,light,character-zero,also-sprach-zarathustra,loving-cup,first-tube,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537,2010-10-23,meatstick,party-time,golgi-apparatus,kill-devil-falls,tweezer,lawn-boy,sparkle,big-black-furry-creature-from-mars,hold-your-head-up,love-you,possum,tweezer-reprise,down-with-disease,my-friend-my-friend,prince-caspian,halfway-to-the-moon,boogie-on-reggae-woman,maze,wading-in-the-velvet-sea,piper,harry-hood,you-enjoy-myself,shine-a-light,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,2010-10-24,acdc-bag,camel-walk,divided-sky,ride-captain-ride,stash,fee,time-turns-elastic,cavern,run-like-an-antelope,seven-below,wolfmans-brother,backwards-down-the-number-line,alaska,free,the-lizards,brother,roggae,taste,waste,david-bowie,quinn-the-eskimo,chalk-dust-torture,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,2010-10-26,after-midnight,the-sloth,alumni-blues,letter-to-jimmy-page,mellow-mood,access-me,llama,all-of-these-dreams,the-curtain-with,scent-of-a-mule,a-song-i-heard-the-ocean-sing,its-ice,walls-of-the-cave,possum,light,mikes-song,simple,makisupa-policeman,night-nurse,the-wedge,ghost,the-mango-song,weekapaug-groove,show-of-life,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,2010-10-29,the-star-spangled-banner,my-soul,acdc-bag,ocelot,sample-in-a-jar,light-up-or-leave-me-alone,sugar-shack,timber-jerry,bouncing-around-the-room,axilla,rift,the-moma-dance,cities,46-days,punch-you-in-the-eye,sand,carini,prince-caspian,corinna,piper,theme-from-the-bottom,golgi-apparatus,slave-to-the-traffic-light,fluffhead,loving-cup,,,,,,,,,,,,,,,,,,,,,,,,,
1541,2010-10-30,kill-devil-falls,cavern,foam,guelah-papyrus,chalk-dust-torture,whole-lotta-love,ha-ha-ha,walk-away,wolfmans-brother,undermind,bathtub-gin,the-squirming-coil,tube,possum,tweezer,heartbreaker,ramble-on,thank-you,stairway-to-heaven,halleys-comet,also-sprach-zarathustra,david-bowie,show-of-life,backwards-down-the-number-line,good-times-bad-times,sleeping-monkey,tweezer-reprise,,,,,,,,,,,,,,,,,,,,,,,
1542,2010-10-31,frankenstein,big-black-furry-creature-from-mars,ghost,spooky,divided-sky,roses-are-free,funky-bitch,boogie-on-reggae-woman,stash,character-zero,fat-man-in-the-bathtub,all-that-you-dream,oh-atlanta,old-folks-boogie,time-loves-a-hero,day-or-night,mercenary-territory,spanish-moon,dixie-chicken,tripe-face-boogie,rocket-in-my-pocket,willin,dont-bogart-that-joint,a-apolitical-blues,sailin-shoes,feats-dont-fail-me-now,down-with-disease,back-on-the-train,gotta-jibboo,camel-walk,suzy-greenberg,wilson,harry-hood,the-horse,silent-in-the-morning,you-enjoy-myself,julius,,,,,,,,,,,,,
1543,2010-12-27,sample-in-a-jar,funky-bitch,cool-it-down,roggae,heavy-things,what-things-seem,roses-are-free,its-ice,mountains-in-the-mist,julius,mikes-song,mound,weekapaug-groove,farmhouse,seven-below,whats-the-use,twenty-years-later,wading-in-the-velvet-sea,possum,cavern,david-bowie,loving-cup,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544,2010-12-28,kill-devil-falls,my-minds-got-a-mind-of-its-own,alaska,she-caught-the-katy-and-left-me-a-mule-to-ride,wolfmans-brother,pigtail,stash,bouncing-around-the-room,rift,stealing-time-from-the-faulty-plan,the-birdwatcher,carini,backwards-down-the-number-line,back-on-the-train,limb-by-limb,the-wedge,frankie-says,albuquerque,harry-hood,bug,shine-a-light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,2010-12-30,cities,chalk-dust-torture,gumbo,quinn-the-eskimo,halleys-comet,camel-walk,maze,driver,bathtub-gin,fat-man-in-the-bathtub,timber-jerry,golgi-apparatus,character-zero,tweezer,light,theme-from-the-bottom,my-friend-my-friend,axilla,fluffhead,boogie-on-reggae-woman,also-sprach-zarathustra,suzy-greenberg,run-like-an-antelope,tweezer-reprise,phish/Hampton-2013-Webcast.asp,,,,,,,,,,,,,,,,,,,,,,,,,
1546,2010-12-31,punch-you-in-the-eye,acdc-bag,the-moma-dance,scent-of-a-mule,burn-that-bridge,weigh,ocelot,beauty-of-my-dreams,gone,rock-and-roll,wilson,46-days,sand,nicu,down-with-disease,ghost,you-enjoy-myself,manteca,meatstick,auld-lang-syne,after-midnight,backwards-down-the-number-line,piper,free,waste,slave-to-the-traffic-light,grind,first-tube,phish/Hampton-2013-Webcast.asp,tropical-hot-dog-night/history,,,,,,,,,,,,,,,,,,,,
1547,2011-01-01,my-soul,tube,runaway-jim,foam,guelah-papyrus,divided-sky,round-room,walk-away,gotta-jibboo,reba,walls-of-the-cave,crosseyed-and-painless,twist,simple,sneakin-sally-through-the-alley,makisupa-policeman,david-bowie,fee,frankenstein,phish/Hampton-2013-Webcast.asp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,2011-05-26,http://phish.net/venue/809,waves/history/?artist=1,http://twitter.com/#!/bunnyradio,http://www.superballix.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549,2011-05-27,tweezer,my-friend-my-friend,poor-heart,roses-are-free,funky-bitch,wolfmans-brother,walk-away,stash,bouncing-around-the-room,kill-devil-falls,bold-as-love,carini,back-on-the-train,boogie-on-reggae-woman,waves,prince-caspian,crosseyed-and-painless,wading-in-the-velvet-sea,possum,the-squirming-coil,julius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,2011-05-28,theme-from-the-bottom,nicu,cities,halleys-comet,runaway-jim,gumbo,quinn-the-eskimo,limb-by-limb,horn,bathtub-gin,manteca,down-with-disease,free,backwards-down-the-number-line,makisupa-policeman,harry-hood,cavern,david-bowie,a-day-in-the-life,golden-age/history,http://en.wikipedia.org/wiki/House_(TV_series),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551,2011-05-29,acdc-bag,sample-in-a-jar,rift,ocelot,ya-mar,timber-jerry,the-oh-kee-pa-ceremony,suzy-greenberg,46-days,twenty-years-later,the-ballad-of-curtis-loew,run-like-an-antelope,mikes-song,simple,weekapaug-groove,meatstick,fluffhead,joy,also-sprach-zarathustra,light,slave-to-the-traffic-light,loving-cup,tweezer-reprise,http://media.phish.net/front-page/248029_10150188914576290_6458611289_7380099_905704_n.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,2011-05-31,chalk-dust-torture,roggae,punch-you-in-the-eye,the-moma-dance,rock-and-roll,sand,tube,divided-sky,character-zero,after-midnight,possum,drowned,maze,dirt,alaska,you-enjoy-myself,fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,2011-06-01,first-tube,stealing-time-from-the-faulty-plan,camel-walk,heavy-things,gotta-jibboo,wilson,seven-below,kill-devil-falls,axilla,split-open-and-melt,suzy-greenberg,tweezer,no-quarter,carini,piper,twist,ghost,backwards-down-the-number-line,show-of-life,tweezer-reprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,2011-06-03,wolfmans-brother,funky-bitch,sample-in-a-jar,nicu,mikes-song,i-am-hydrogen,weekapaug-groove,tela,chalk-dust-torture,the-wedge,down-with-disease,fluffhead,david-bowie,waste,also-sprach-zarathustra,cavern,good-times-bad-times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,2011-06-04,kill-devil-falls,guyute,fuck-your-face,foam,ocelot,rocket-in-my-pocket,back-on-the-train,guelah-papyrus,tube,run-like-an-antelope,birds-of-a-feather,possum,steam,piper,the-lizards,sneakin-sally-through-the-alley,harry-hood,have-mercy,character-zero,slave-to-the-traffic-light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,2011-06-05,acdc-bag,punch-you-in-the-eye,bathtub-gin,taste,lawn-boy,mound,gotta-jibboo,reba,fee,backwards-down-the-number-line,carini,tweezer,free,crosseyed-and-painless,light,boogie-on-reggae-woman,julius,you-enjoy-myself,loving-cup,tweezer-reprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557,2011-06-07,llama,the-moma-dance,possum,cities,instant-karma,david-bowie,rhymes,divided-sky,stealing-time-from-the-faulty-plan,back-on-the-train,rock-and-roll,the-mango-song,bug,pebbles-and-marbles,halleys-comet,meatstick,run-like-an-antelope,suzy-greenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,2011-06-08,nellie-kane,mellow-mood,buffalo-bill,kill-devil-falls,wolfmans-brother,rift,undermind,ride-captain-ride,its-ice,dog-faced-boy,brian-and-robert,46-days,limb-by-limb,character-zero,golden-age,mikes-song,fast-enough-for-you,weekapaug-groove,whats-the-use,theme-from-the-bottom,backwards-down-the-number-line,also-sprach-zarathustra,harry-hood,good-times-bad-times,http://www.superballix.com/,,,,,,,,,,,,,,,,,,,,,,,,,
1559,2011-06-10,rocky-top,mikes-song,i-am-hydrogen,weekapaug-groove,stash,tube,guyute,guelah-papyrus,scent-of-a-mule,cavern,the-sloth,the-curtain-with,down-with-disease,free,possum,big-black-furry-creature-from-mars,swept-away,steep,david-bowie,julius,golgi-apparatus,fluffhead,joy,bold-as-love,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,2011-06-11,daniel-saw-the-stone,acdc-bag,ocelot,access-me,vultures,wilson,sand,roses-are-free,reba,on-your-way-down,run-like-an-antelope,birds-of-a-feather,tweezer,the-horse,silent-in-the-morning,waves,chalk-dust-torture,rock-and-roll,albuquerque,piper,wading-in-the-velvet-sea,also-sprach-zarathustra,stealing-time-from-the-faulty-plan,suzy-greenberg,show-of-life,tweezer-reprise,,,,,,,,,,,,,,,,,,,,,,,,
1561,2011-06-12,buried-alive,lonesome-cowboy-bill,ha-ha-ha,sample-in-a-jar,divided-sky,wolfmans-brother,boogie-on-reggae-woman,gumbo,halleys-comet,bathtub-gin,jesus-just-left-chicago,character-zero,party-time,crosseyed-and-painless,steam,light,the-wedge,alaska,halfway-to-the-moon,harry-hood,backwards-down-the-number-line,loving-cup,sanity,makisupa-policeman,first-tube,,,,,,,,,,,,,,,,,,,,,,,,,
1562,2011-06-14,dinner-and-a-movie,the-moma-dance,possum,cities,fluffhead,ocelot,ginseng-sullivan,kill-devil-falls,bathtub-gin,light-up-or-leave-me-alone,cavern,carini,sand,down-with-disease,maze,meatstick,also-sprach-zarathustra,bug,a-day-in-the-life,run-like-an-antelope,quinn-the-eskimo,phish/Hampton-2013-Webcast.asp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,2011-06-15,paul-and-silas,back-on-the-train,foam,water-in-the-sky,runaway-jim,army-of-one,roses-are-free,timber-jerry,mound,tweezer,julius,slave-to-the-traffic-light,david-bowie,suzy-greenberg,gotta-jibboo,harry-hood,character-zero,the-birdwatcher,kung,funky-bitch,tweezer-reprise,phish/Hampton-2013-Webcast.asp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,2011-06-17,mikes-song,i-am-hydrogen,weekapaug-groove,bouncing-around-the-room,nicu,sample-in-a-jar,colonel-forbins-ascent,fly-famous-mockingbird,axilla,wolfmans-brother,scent-of-a-mule,stealing-time-from-the-faulty-plan,backwards-down-the-number-line,rock-and-roll,ghost,free,reba,icculus,hold-your-head-up,bike,chalk-dust-torture,you-enjoy-myself,wilson,loving-cup,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,2011-06-18,cars-trucks-buses,peaches-en-regalia,acdc-bag,guyute,possum,halleys-comet,46-days,divided-sky,the-ballad-of-curtis-loew,run-like-an-antelope,twist,rift,prince-caspian,esther,been-caught-stealing,piper,my-friend-my-friend,kill-devil-falls,split-open-and-melt,golgi-apparatus,first-tube,good-times-bad-times,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,2011-06-19,harpua,brother,down-with-disease,back-on-the-train,funky-bitch,timber-jerry,the-wedge,the-moma-dance,thunder-road,tube,alaska,david-bowie,crosseyed-and-painless,walls-of-the-cave,slave-to-the-traffic-light,fluffhead,sand,sneakin-sally-through-the-alley,light,backwards-down-the-number-line,suzy-greenberg,julius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,2011-06-30,http://www.superballix.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,2011-07-01,possum,peaches-en-regalia,the-moma-dance,torn-and-frayed,nicu,bathtub-gin,life-on-mars,my-friend-my-friend,wolfmans-brother,roses-are-free,funky-bitch,quinn-the-eskimo,jam,crosseyed-and-painless,chalk-dust-torture,sand,the-wedge,mikes-song,simple,bug,the-horse,silent-in-the-morning,weekapaug-groove,joy,character-zero,show-of-life,http://www.superballix.com/,http://phish.net/setlists/?d=2003-02-15,,,,,,,,,,,,,,,,,,,,,,
1569,2011-07-02,tube,kill-devil-falls,ocelot,lawn-boy,divided-sky,boogie-on-reggae-woman,camel-walk,cities,poor-heart,46-days,susskind-hotel,when-the-circus-comes,timber-jerry,back-on-the-train,suzy-greenberg,monkey-man,runaway-jim,mcgrupp-and-the-watchful-hosemasters,axilla,birds-of-a-feather,stash,sample-in-a-jar,heavy-things,horn,its-ice,the-mango-song,rift,scents-and-subtle-sounds,run-like-an-antelope,golden-age,prince-caspian,piper,tweezer,julius,backwards-down-the-number-line,twist,also-sprach-zarathustra,harry-hood,cavern,golgi-apparatus,a-day-in-the-life,loving-cup,tweezer-reprise,storage-jam,sleeping-monkey,http://www.superballix.com/,secret-language-instructions/history,,,
1570,2011-07-03,soul-shakedown-party,acdc-bag,the-curtain,colonel-forbins-ascent,fly-famous-mockingbird,destiny-unbound,big-black-furry-creature-from-mars,wilson,mound,a-song-i-heard-the-ocean-sing,time-loves-a-hero,reba,david-bowie,big-balls,down-with-disease,no-quarter,party-time,ghost,gotta-jibboo,light,waves,whats-the-use,meatstick,stealing-time-from-the-faulty-plan,the-star-spangled-banner,first-tube,storage-jam/history/?artist=1,,,,,,,,,,,,,,,,,,,,,,,
1571,2011-08-05,kill-devil-falls,the-wedge,bathtub-gin,nellie-kane,my-friend-my-friend,cavern,taste,roggae,walk-away,funky-bitch,roses-are-free,david-bowie,backwards-down-the-number-line,rock-and-roll,meatstick,boogie-on-reggae-woman,farmhouse,show-of-life,julius,character-zero,loving-cup,http://en.wikipedia.org/wiki/Theremin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,2011-08-06,possum,the-moma-dance,sample-in-a-jar,limb-by-limb,ocelot,poor-heart,on-your-way-down,wolfmans-brother,maze,wilson,fluffhead,chalk-dust-torture,tweezer,prince-caspian,sand,birds-of-a-feather,waste,golden-age,reba,run-like-an-antelope,suzy-greenberg,sanity,tweezer-reprise,heartbreaker/history,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,2011-08-08,down-with-disease,cavern,possum,cities,peaches-en-regalia,kill-devil-falls,lawn-boy,tube,back-on-the-train,wilson,axilla,split-open-and-melt,backwards-down-the-number-line,carini,crosseyed-and-painless,twist,piper,mikes-song,joy,weekapaug-groove,50-ways-to-leave-your-lover,hold-your-head-up,character-zero,quinn-the-eskimo,stealing-time-from-the-faulty-plan,julius,,,,,,,,,,,,,,,,,,,,,,,,
1574,2011-08-09,party-time,the-oh-kee-pa-ceremony,acdc-bag,mellow-mood,rift,punch-you-in-the-eye,meat,david-bowie,bouncing-around-the-room,horn,water-in-the-sky,46-days,gotta-jibboo,light,chalk-dust-torture,slave-to-the-traffic-light,free,rocket-man,harry-hood,walls-of-the-cave,bug,the-squirming-coil,phish/Hampton-2013-Webcast.asp,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,2011-08-10,dogs-stole-things,stealing-time-from-the-faulty-plan,poor-heart,alaska,halleys-comet,its-ice,when-the-circus-comes,ya-mar,stash,funky-bitch,instant-karma,run-like-an-antelope,down-with-disease,runaway-jim,ghost,golden-age,also-sprach-zarathustra,sneakin-sally-through-the-alley,guyute,wading-in-the-velvet-sea,you-enjoy-myself,show-of-life,good-times-bad-times,phish/Hampton-2013-Webcast.asp,http://phi.sh/030712,,,,,,,,,,,,,,,,,,,,,,,,,
1576,2011-08-12,kill-devil-falls,wilson,funky-bitch,the-moma-dance,peaches-en-regalia,sample-in-a-jar,possum,tweezer,mound,suzy-greenberg,axilla,mikes-song,i-am-hydrogen,weekapaug-groove,rock-and-roll,steam,piper,roses-are-free,julius,life-on-mars,birds-of-a-feather,fluffhead,backwards-down-the-number-line,also-sprach-zarathustra,chalk-dust-torture,cavern,tweezer-reprise,,,,,,,,,,,,,,,,,,,,,,,
1577,2011-08-15,back-on-the-train,rift,guelah-papyrus,scent-of-a-mule,jesus-just-left-chicago,wolfmans-brother,anything-but-me,babylon-baby,reba,alumni-blues,letter-to-jimmy-page,sand,light,dirt,waves,undermind,steam,fire,camel-walk,guyute,the-horse,silent-in-the-morning,harry-hood,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578,2011-08-16,dinner-and-a-movie,ha-ha-ha,chalk-dust-torture,mexican-cousin,walls-of-the-cave,runaway-jim,foam,i-didnt-know,ocelot,ginseng-sullivan,the-wedge,limb-by-limb,let-it-loose,down-with-disease,twist,backwards-down-the-number-line,theme-from-the-bottom,golden-age,a-day-in-the-life,you-enjoy-myself,heavy-things,slave-to-the-traffic-light,rocky-top,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,2011-08-17,colonel-forbins-ascent,fly-famous-mockingbird,gumbo,possum,weigh,divided-sky,alaska,bathtub-gin,maze,cavern,first-tube,crosseyed-and-painless,no-quarter,timber-jerry,tweezer,prince-caspian,piper,ghost,makisupa-policeman,sleep,buffalo-bill,golgi-apparatus,character-zero,run-like-an-antelope,funky-bitch,show-of-life,tweezer-reprise,,,,,,,,,,,,,,,,,,,,,,,
1580,2011-09-02,sample-in-a-jar,sparkle,the-sloth,sweet-virginia,susskind-hotel,strange-design,stash,sneakin-sally-through-the-alley,sparks,scent-of-a-mule,stealing-time-from-the-faulty-plan,shine-a-light,split-open-and-melt,the-squirming-coil,sand,simple,steam,soul-shakedown-party,seven-below,suzy-greenberg,scents-and-subtle-sounds,slave-to-the-traffic-light,silent-in-the-morning,sanity,sweet-adeline,sabotage,phish/Hampton-2013-Webcast.asp,http://phish.net/setlists/?d=1996-11-29,http://phish.net/setlists/?d=1999-08-01,http://phish.net/setlists/?d=1999-12-13,http://phish.net/setlists/?d=1998-11-21,,,,,,,,,,,,,,,,,,,
1581,2011-09-03,possum,the-moma-dance,the-wedge,ocelot,divided-sky,funky-bitch,axilla,llama,fast-enough-for-you,wolfmans-brother,down-with-disease,tweezer,golden-age,limb-by-limb,kill-devil-falls,also-sprach-zarathustra,light,julius,cavern,run-like-an-antelope,sleeping-monkey,tweezer-reprise,phish/Hampton-2013-Webcast.asp,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,2011-09-04,maze,back-on-the-train,rift,bathtub-gin,the-way-it-goes,halfway-to-the-moon,gumbo,halleys-comet,tube,timber-jerry,roses-are-free,chalk-dust-torture,rock-and-roll,come-together,twist,piper,harry-hood,roggae,ghost,guy-forget,walls-of-the-cave,backwards-down-the-number-line,phish/Hampton-2013-Webcast.asp,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,2011-09-14,chalk-dust-torture,the-moma-dance,nicu,funky-bitch,sample-in-a-jar,cavern,bathtub-gin,alaska,possum,wolfmans-brother,julius,carini,down-with-disease,slave-to-the-traffic-light,rock-and-roll,twist,backwards-down-the-number-line,theme-from-the-bottom,suzy-greenberg,character-zero,loving-cup,phish/Hampton-2013-Webcast.asp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,2011-12-28,free,glide,possum,cities,the-ballad-of-curtis-loew,stash,contact,sample-in-a-jar,kill-devil-falls,bathtub-gin,birds-of-a-feather,carini,tweezer,my-friend-my-friend,rock-and-roll,nicu,bouncing-around-the-room,harry-hood,bug,tube,rocky-top,tweezer-reprise,phish/Hampton-2013-Webcast.asp,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,2011-12-29,the-sloth,you-enjoy-myself,back-on-the-train,the-moma-dance,funky-bitch,maze,roses-are-free,halleys-comet,run-like-an-antelope,crosseyed-and-painless,simple,lifeboy,guyute,mikes-song,chalk-dust-torture,i-am-hydrogen,weekapaug-groove,show-of-life,character-zero,loving-cup,phish/Hampton-2013-Webcast.asp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,2011-12-30,punch-you-in-the-eye,prince-caspian,backwards-down-the-number-line,nellie-kane,divided-sky,sand,vultures,rift,joy,quinn-the-eskimo,wilson,axilla,piper,twist,julius,golgi-apparatus,also-sprach-zarathustra,the-horse,silent-in-the-morning,david-bowie,the-squirming-coil,boogie-on-reggae-woman,good-times-bad-times,phish/Hampton-2013-Webcast.asp,,,,,,,,,,,,,,,,,,,,,,,,,,
